name|line
Suzuha|Ahaha! Yeah, I remember you saying something like that.
Suzuha|Thanks for all your help yesterday.
Rintaro|...My memory’s a bit fuzzy. Remind me again how we captured you.
Suzuha|Wait, were you really drinking last night?
Rintaro|Just tell me.
Suzuha|Well, I was on my way home from the time machine meet when--
Rintaro|Woah, wait a second. Time machine meet!?
Suzuha|Yup.
Rintaro|Was that where your father was supposed to appear?
Suzuha|I said so yesterday, didn’t I?
Rintaro|So you were going home, and then?
Suzuha|You, Hashida Itaru, and Shiina Mayuri appeared out of nowhere.
Suzuha|You brought me to the lab, and we partied all night long.
Suzuha|Yesterday sure was fun...
Suzuha|It would’ve been more fun if not for Makise Kurisu. The apple pie she made was deadly.
Rintaro|...
Suzuha|But Urushibara Luka’s curry was awesome.
Suzuha|Your lab seems kinda like... umm... like a clubhouse? It’s nice.
Suzuha|Everyone gets along, and you’re always smiling...
Suzuha|I’ve never had so much fun in my life.
Rintaro|Part-Time Warrior. As promised, you are now my test subject.
Suzuha|But I already told you. I don’t know his email address.
Rintaro|Then we’ll have to postpone the experiment until you find out.
Rintaro|By the way, the PhoneWave (name subject to change) used in the experiment is our lab’s greatest secret. You must become a lab mem to guarantee your silence.
Suzuha|Lab mem?
Rintaro|Short for laboratory member. When you become a lab mem, you become one of us.
Suzuha|...Can I really join?
Rintaro|You don’t have a choice in the matter! From this day forth, you are Lab Mem 008!
Suzuha|I guess I don’t have a choice, huh? I’m all yours.
Rintaro|...You’re not going to leave?
Suzuha|Nope. Maybe there’s still a chance to find my dad.
Rintaro|You are a lab mem now. If there’s anything we can do, you need only ask.
Rintaro|By the way, do you have any leads?
Suzuha|My father calls himself Titor.
Rintaro|Wait, Titor? As in that Titor!?
Suzuha|You know about him? He might be using a different codename, though.
Rintaro|Look! There’s someone posting named John Titor!
Rintaro|This solves the puzzle! Your father is on @channel!
Suzuha|Huh... you’re right.
Rintaro|Hey. Shouldn’t you be more surprised?
Suzuha|Well... it’s not him.
Rintaro|How do you know? You just said your father calls himself Titor!
Suzuha|I can tell. This Titor isn’t my dad.
Suzuha|His name’s not John. The name my father used was...
Suzuha|Barrel Titor.
Mayuri|This is the Earth, you know? 70 million years ago.
Mayuri|Some scary people sent you here in a time machine.
Mayuri|Mayushii went looking for you, and found Okarins from many, maaaany worldlines.
Mayuri|You’re one of many Okarins, and also the original.
Mayuri|Mayushii is one of many Mayushiis, and also the original.
Mayuri|And now, Okarin and Mayushii are going to die here.
Mayuri|But...
Mayuri|I know that another Okarin and Mayushii will pick up where we left off, 70 million years in the future.
Mayuri|So everything’s A-OK♪
Rintaro|This... is a dream!
Rintaro|Guh!
Rintaro|...It was a dream.
Mayuri|I wish I had an Upa...
Rintaro|...
Rintaro|This is Hououin Kyouma.
Faris|Nyaon♪ It’s Faris, nyan.
Rintaro|Oh, it’s you, Akiha Rumiho.
Faris|Nya? Who’s that, nya?
Faris|Faris is Faris, nya. I don’t have any other names, nya.
Rintaro|Yeah, right. Your True Name is Faris. My apologies.
Rintaro|Well, what is it?
Faris|You’ve been too conspicuous, nya. The cat’s outta the bag, and now you’re trapped, nya.
Rintaro|Hah?
Faris|The Four Guardian Kings have awakened, nya. There’s no escape, nyan.
Rintaro|Heh. Is that so? If you think the Four Guardian Kings can stop me, just wait and see. Akiba will be drowning in blood before nightfall.
Faris|After the Four Guardian Kings are the Four Guardian Queens, nya. After that, it’s the Eight Devils, and then the Black Angel Twelve, nya.
Rintaro|Th-that many!? What’s going on in this town...
Faris|You’ve really stirred up a hornet’s nest, nya. I’m sorry, Kyouma, but this is checkmate, nyan.
Rintaro|No, it’s not over yet. If I can just acquire the item, I can turn the tide!
Rintaro|Have you still not located an IBN 5100!?
Faris|Sorry, nya. I have agents looking all over the world, but still no luck, nya.
Rintaro|Please hurry. I’m running out of time.
Faris|Okay, nya! I’ll tell you as soon as I find one, Kyouma. Until then... hold on to your nine lives, nyan.
Rintaro|Yeah, I can’t die yet... El Psy Ko--
Rintaro|...
Mayuri|Tutturu♪ Mayushii here.
Mayuri|Ah, Feris-chan. Good mornyan♪
Mayuri|Kyouma? Oh, you mean Okarin? Yup, he’s here. Wanna talk to him?
Mayuri|Hmm? Um, it looks like he can’t talk.
Mayuri|...yup. ...mmhmm.
Mayuri|Ok, I’ll tell him. Byebye♪
Rintaro|Well done, Mayuri. You’ll make a fine assistant yet. What did Faris want?
Mayuri|Well, she said that the Four Guardian Kings have assembled in Akiba, so be careful.
Rintaro|Don’t tell me that’s all she said?
Mayuri|Um, she also hasn’t found an IBN 5100 yet. She said if she does find one, she’ll contact you nyan.
Itaru|Guess that’s why they call it the phantom PC.
Itaru|I read on @channel that some collectors will pay millions of yen to buy one.
Itaru|IBN 5100s are serious business, man.
Rintaro|If they have that high a premium...
Itaru|I don’t get it. How come they’re so expensive?
Itaru|I mean, I guess they were pretty expensive to begin with. Looks like one cost about $20,000 back in the day.
Itaru|Anyway, I can’t believe it’s so hard to find one. Sure it was a nice machine for its time, but only for its time. You’d have to be crazy to want one now.
Itaru|Maybe it’s one guy buying them all up.
Itaru|Woah, what’s this?
Rintaro|What’s wrong?
Itaru|But... there’s no way that’s right!
Rintaro|What are you talking about? Explain.
Itaru|Well, I’m pulling data off the server, looking for a way to gain root access...
Itaru|And these files are downloading crazy fast. I mean, we’re talking light speed here.
Itaru|It’s hard to believe, but for some reason, this area has a direct fiber optic line to SERN. Several lines, even.
Rintaro|Direct? What do you mean?
Itaru|I mean there’s literally a fiber optic cable running from underneath this building to SERN’s headquarters in France.
Rintaro|Is that strange?
Itaru|Uh, yeah?
Itaru|Have a look. This is the route we used to visit the National Assembly of France’s site.
Itaru|It starts from our IP address. From there, it passes through various relays in Japan, jumps to France, then bounces around there for a while before finally reaching the National Assembly’s site. 
Itaru|It takes 16 steps total to get there.
Itaru|The average transfer rate is about 300 milliseconds. That’s normal for an overseas connection.
Itaru|In other words, there’s a route we have to take to get to France from Japan. Everyone takes the same route.
Itaru|Other countries are the same. Even browsing domestically takes about 10 steps.
Itaru|Now let’s try SERN.
Rintaro|There’s only one step...
Itaru|And the transfer rate is hundreds of times better than usual. Crazy fast! You can’t even get these numbers domestically, man.
Rintaro|Why do we have a direct line? Is this even possible?
Itaru|It was like this when we found it. I didn’t do anything.
Rintaro|So the building already had a hotline to SERN?
Rintaro|This can’t be a coincidence. It might just be the choice of Stei--
Itaru|It doesn’t make sense. Why would there be an independent line running from here all the way to SERN?
Itaru|No Japanese or French telecommunication company would set up something like this. Which means...
Rintaro|SERN did it themselves.
Itaru|But thanks to this direct line, we can now control the LHC remotely.
Rintaro|You figured out how!?
Mayuri|Wow! That’s amazing, Daru-kun.
Itaru|With a connection this fast, we can control the LHC practically in real-time. I haven’t actually tried it yet, though.
Mayuri|The LHC is that 20-kilometer-long tunnel thing, right? Um, what does it do again?
Rintaro|It accelerates protons and smashes them together.
Mayuri|Oh yeah. Mini black holes, right?
Itaru|The official line is that mini black holes might manifest as a byproduct of the particle collision, but that’s not the truth.
Rintaro|According to the top secret documents we found, the LHC was intended to create black holes from the very beginning.
Kurisu|Okabe.
Rintaro|What’s wrong?
Kurisu|I figured it out.
Kurisu|I think I know how the PhoneWave works.
Rintaro|Really!?
Kurisu|Keep in mind that this is just a hypothesis based on what we’ve observed.
Kurisu|It’s closely related to what you guys were just talking about -- the LHC.
Rintaro|I believe it was you, Christina, who called the LHC the world’s largest microwave. 
Kurisu|Yes. Exactly. My hunch was right.
Kurisu|You’ve created a monster, Okabe.
Kurisu|It doesn’t belong in some amateur lab. And before you take that as an endorsement of your abilities, I mean it in a bad way.
Rintaro|Give me details.
Kurisu|Did you know that the microwave oven was invented as a byproduct of radar research?
Kurisu|Microwaves are electromagnetic waves with a frequency of 2.45 gigahertz. The PhoneWave is commercial grade, so its output is around 1500-2000 watts.
Kurisu|Here’s the important part.
Rintaro|According to Daru’s blueprints, the microwave and the phone are made to send out shared electromagnetic waves by taking their leads...
Rintaro|And hardwiring each of them to the magnetron’s cathode and anode.
Kurisu|Both devices use electromagnetic waves. I’m not a specialist, though, so I can’t examine the extent or magnitude of the influence that fusion has...
Kurisu|But hypothetically, if the cellphone were to become a stepping stone, scattering the military-grade electromagnetic waves over a vast range of hundreds of kilometers--
Kurisu|Then not just Akihabara, but all of Tokyo would turn into the inside of a microwave oven.
Kurisu|Taking into account slight variance due to body weight, the average time until death for the people inside would be--
Kurisu|Three minutes.
Mayuri|Ehh!?
Itaru|Seriously? Then the PhoneWave’s a weapon of mass destruction, isn’t it!?
Kurisu|Let me tell you what happens inside the PhoneWave.
Kurisu|The air inside the oven is full of invisible hydrogen atoms. First, it bombards the atoms with microwaves to increase their energy potential. This is the normal function of a microwave oven.
Kurisu|But when you add the electromagnetic waves from the phone...
Kurisu|The harmonics trigger a chain reaction. The particles collide repeatedly at near light-speed, gaining mass and energy each time.
Kurisu|In other words, it becomes a sort of particle accelerator.
Rintaro|A particle accelerator!?
Rintaro|So, if the LHC was created to generate mini black holes--
Rintaro|Then the PhoneWave (name subject to change) must also produce mini black holes!
Kurisu|It’s a miracle that thing has been so stable. 
Kurisu|But there’s still one thing I don’t understand.
Kurisu|Even if it does produce mini black holes, they should evaporate instantly.
Kurisu|But that’s not what happens in the PhoneWave. The gelification phenomenon proves that.
Kurisu|Just like in the LHC, our mini black holes are turning into Kerr black holes.
Rintaro|According to Titor, you have to inject electrons to produce the Kerr black hole effect.
Kurisu|Where do the injected electrons come from? That’s what I don’t understand.
Kurisu|The LHC uses something called a lifter to inject electrons into the black hole and control the gravitational field.
Kurisu|Something is filling that role inside the PhoneWave.
Itaru|S-something?
Kurisu|Like I said, I don’t know what.
Rintaro|Looks like we need to review what the LHC is.
Itaru|LHC stands for Large Hadron Collider.
Mayuri|Had drawn?
Kurisu|It’s the name of an elementary particle.
Itaru|The LHC is basically a huge circular tunnel underneath Switzerland and France.
Itaru|It sits about 100 meters below ground, and has a total length of 27 kilometers.
Itaru|There are two rings that run through the tunnel. Inside the rings is a super-low-temperature vacuum -- an environment like outer space, basically. Seriously moe.
Itaru|In an adjacent facility, protons are gradually accelerated by the linear accelerator, the Proton Synchrotron Booster, and the Super Proton Synchrotron.
Itaru|Finally, they’re injected into the LHC, where they undergo their final acceleration via a series of superconducting magnets installed in the tunnel.
Itaru|By now, they’re traveling at up to 99.9999991% the speed of light. That’s enough to melt your brain. Not as dangerous as the PhoneWave, though.
Itaru|Finally, the accelerated protons collide approximately 1 to 10 billion times per second.
Itaru|The purpose of the LHC project is to study the high energy reactions that result... or so they say. We know they’re a bunch of stinking liars.
Rintaro|And that, my fellow lab members, brings us to the question. Can the PhoneWave (name subject to change) beat SERN to true physical time travel?
Kurisu|Two problems. One, setting the destination. Two, the lifter.
Rintaro|We’ve already established that the D-Mail arrives precisely when and where it’s supposed to.
Kurisu|...It’s dangerous to accept that without verification.
Rintaro|As for the lifter, we already know it exists. We just need to figure out what it is.
Kurisu|I don’t think we’re going to find it. The PhoneWave’s not exactly big, you know, and we’ve been poking at it for days without turning up a clue.
Kurisu|Even if we do find it, it’ll take forever to learn how to tune the electron feed properly.
Itaru|How long is forever?
Kurisu|SERN’s been working on it for nine years and they still haven’t solved it.
Rintaro|Let’s look at it from a different angle.
Rintaro|SERN tried to send people back in time, but they couldn’t get the electron feed right. The singularities were not naked.
Rintaro|It’s the same with the PhoneWave (name subject to change). You can only send 36 bytes of data safely. Otherwise, you get a Jellyman.
Rintaro|Let’s consider the problem in reverse.
Rintaro|What if we could convert a human to data, then compress that data into just 36 bytes?
Rintaro|We could send that person through the ring singularity just like a D-Mail, couldn’t we!?
Itaru|Convert a human to data? That’s not even possible, man.
Itaru|And even if it were, there’d be like exabytes of data or something! You want to compress that into 36 bytes? Are you high?
Rintaro|Hmm... I thought it was a good idea...
Kurisu|Of course... If it works, then maybe...
Kurisu|Maybe we can do it!
Rintaro|Are you serious?
Kurisu|The data compression part, at least, is easy.
Kurisu|We can just use the black holes created by the LHC, since black holes compress everything they swallow.
Kurisu|Compression won’t harm data like it would harm a human. As long as we’re just sending data, there’s nothing to worry about.
Rintaro|How do you plan to convert humans into data?
Kurisu|You know that my thesis got published, right?
Rintaro|This is no time to flaunt your accomplishments.
Kurisu|Have you read it?
Itaru|I’ve got scans if you want to read it.
Kurisu|The title of my thesis is...
Kurisu|’Analysis of Memory-Related Nerve Impulses in the Temporal Lobe’
Rintaro|...Temporal lobe? Nerve impulses?
Itaru|What, you didn’t know?
Rintaro|No, wait. This can’t be right. This title sounds like, um, neuroscience, not physics.
Kurisu|I’m a neuroscientist. Got a problem?
Rintaro|No, forget about that. How is this related to time travel?
Kurisu|Converting an entire human to data is impossible.
Kurisu|But converting a human’s memories may be possible!
Kurisu|Imagine a chest of drawers. Each drawer is filled with tiny boxes, and inside each box is another bunch of tiny boxes. You keep opening boxes until you find the memory you’re looking for.
Kurisu|Now, before you ask how this relates to time travel, there’s one more thing I need to explain.
Kurisu|Several years ago, my lab -- the Neurophysiology Lab at Victor Condoria University -- developed a technology called Visual Rebuilding, or VR for short.
Kurisu|Put simply, it enables conversion of video data into nerve impulse signals. 
Kurisu|Used in reverse, it can also convert nerve impulses into video data, or any other kind of electronic data.
Kurisu|So, if we combine VR technology with my research... do you see where I’m going?
Itaru|...No way.
Rintaro|We can convert memories into data?
Kurisu|Not just that. Memory transplantation, backups, external storage... all of those things become possible.
Rintaro|So basically, what you’re saying is that we convert the subject’s memories into video data...
Rintaro|Use the LHC’s black hole to compress that data into 36 bytes...
Rintaro|Send that data through the Kerr black hole inside the PhoneWave (name subject to change)...
Rintaro|And finally, imprint those memories on the subject’s brain in the past.
Mayuri|What does that mean?
Kurisu|We can send our memories back in time.
Kurisu|In order to differentiate it from physical time travel, let’s call it a ’time leap’ for now.
Kurisu|You don’t go back, just your memories.
Kurisu|It’s so crazy that nobody’s thought of it before.
Kurisu|The important thing to remember is that only memories are being transferred.
Kurisu|Personality and consciousness aren’t included.
Rintaro|What does that mean? How is it different from what you see in sci-fi novels?
Kurisu|Time leaping in sci-fi usually sends everything -- consciousness, personality, and memory.
Kurisu|But in real life, there’s probably too much data, and besides, we only analyzed memories.
Kurisu|Think of consciousness, personality, and memory as separate things.
Kurisu|Memories are like the video data stored on your computer.
Kurisu|And consciousness and personality are like the OS.
Itaru|But videos can take up way more space than the OS.
Kurisu|It’s just an example.
Kurisu|For starters, it’s still not clear where personality and consciousness are located, or how they are constructed.
Kurisu|So we can’t convert them into data. Or at least, I can’t.
Rintaro|So we can only send memories. Where does that leave us?
Kurisu|Your memories aren’t the only thing that define you. Even if you send your memories to the past, it will be the receiving you’s consciousness and personality that process them.
Itaru|So in Mindorz terms, it’s like copying data from a VISTA computer to a Min95 computer?
Kurisu|Data created with the latest OS might not work on an older OS. It might cause errors.
Kurisu|For example, if you sent your current memories to yourself in elementary school, the gap between your memories and your body could have serious consequences.
Rintaro|Anyway, is it correct to assume that we’ll be targeting ourselves in the past?
Kurisu|Just like with D-Mail, we’re using cellphones as the transfer medium.
Kurisu|To be precise, you can only leap into your own body, and only if you had a cellphone at the time of reception.
Kurisu|If you try sending memories to someone else... umm, how do I put this... there’s a danger that the electrical signals might be rejected.
Itaru|Wouldn’t want to jump into someone else’s body. I mean, unless it’s the body of a cute girl. Uhehe!
Kurisu|Don’t ’uhehe’ me, you idiot!
Kurisu|If it just bounces off, that’s fine, but I’m worried incompatible memory data might do serious damage to the recipient’s psyche.
Kurisu|I don’t know what might happen. No one’s done it before, after all.
Kurisu|There are two things I do know. One, you definitely cannot go back before you were born; and two, you won’t exist in two places at once.
Kurisu|That means you don’t have to worry about causing a paradox. You can’t kill your parents before you were born.
Rintaro|So the phones act like black and white holes...
Rintaro|Heh... heh heh heh... MUHAHAHA!
Rintaro|It’s me. Everything is falling into place. The plan can now proceed to the final stage. I’m talking about Operation Verthandi, obviously.
Rintaro|Heh. Christina had me fooled. I never knew she was capable of this. It must have been the choice of Steins Gate that sent her here.
Rintaro|Don’t worry. I have everything under control. Nothing can stop us now. El Psy Kongroo.
Rintaro|Were you listening? Good. Commence preparations for Operation Verthandi!
Kurisu|First, explain what that is!
Rintaro|We’re going to build your time leap machine, Christina. And you’d better not say it can’t be done! Not after showing me the way!
Kurisu|Well, this is Akihabara. I should be able to find the parts I need.
Rintaro|Then it’s decided. I’m placing you in charge of this operation. Whatever you need, ask, and it shall be yours.
Rintaro|Together, we shall complete the first time leap machine in human history!
Rintaro|What are you doing?
Kurisu|Thinking about the time leap machine.
Kurisu|I know we can make it, but I’m wondering what will happen if we actually use it.
Rintaro|Ah.
Rintaro|You’re thinking too hard. Finish the machine, then worry about it.
Kurisu|You’re so pompous.
Kurisu|...
Kurisu|Hey, Okabe...
Kurisu|Can I talk to you about something completely unrelated?
Rintaro|I’d rather talk about something related.
Kurisu|You told me before that I could ask you anything. Remember?
Kurisu|I think... my father hates me.
Rintaro|Very well. Speak!
Kurisu|Heh... you really are pompous.
Rintaro|I assume it was your father on the phone the other day?
Kurisu|...Yeah.
Kurisu|I don’t remember the last time he had a kind word for me.
Kurisu|Even when we were living together, before I went to America, he acted like I wasn’t there. We’re supposed to be family, aren’t we?
Rintaro|And you? How did you treat your father?
Kurisu|I was daddy’s little girl growing up. You practically had to drag me away from him.
Kurisu|My father’s a physicist. Even as a child, I loved to hear him talk about science. I couldn’t understand a word of it, but I always begged him to explain.
Kurisu|I wanted to understand his work, so I started studying physics. I must have been five.
Kurisu|Thanks to that, I always got perfect grades in math. I ignored all the other subjects, though, so my grades were a little skewed.
Kurisu|I even read my father’s papers. I was a little girl trying to comprehend theoretical physics, but I gave it everything I had. I needed to understand.
Kurisu|By sixth grade, I had learned enough that I could discuss my father’s theories with him.
Kurisu|I was so happy that I could talk to my father on his level, you know? We used to argue all night long.
Kurisu|And then I started winning those arguments. All of them.
Rintaro|Yeah. I can definitely see how that would make him hate you.
Kurisu|You really think that’s why?
Rintaro|I’m absolutely certain that’s why.
Kurisu|I guess he did have a lot of pride.
Kurisu|Anyway, one day, he suddenly stopped talking to me altogether.
Kurisu|Then he started fighting with my mom, and finally he stopped coming home.
Kurisu|I really loved my dad, so it was a big shock. I felt it was my fault things turned out that way. I couldn’t go to school, I was so depressed.
Kurisu|And then Mom recommended I study abroad.
Rintaro|You were just too talented for your own good.
Rintaro|So, how do you feel about your father now?
Kurisu|I don’t know...
Rintaro|He’s in Japan, right? Have you seen him at all?
Kurisu|No... he doesn’t want to see me.
Kurisu|That’s what we were talking about on the phone. I asked if we could meet, but he told me to stay away from him.
Kurisu|Even if we did meet, I wouldn’t know what to say...
Kurisu|I tried to talk to him before I left, you know? I tried so hard, but he just ignored me.
Kurisu|It hurts. Whenever I think about going to see him, I remember those times. I worry he’ll ignore me again, and then I can’t do anything.
Kurisu|Sniff...
Rintaro|Are you crying?
Kurisu|J-just a little, okay?
Rintaro|You want to reconcile with your father. Correct?
Kurisu|I don’t know...
Rintaro|If you didn’t, then you wouldn’t have confided in me. And you wouldn’t be crying, would you?
Kurisu|True...
Rintaro|Just be straight with him. Say ’I love you, Dad. Let’s make up.’
Kurisu|I think that’s a little out of character for me.
Rintaro|It’s your father. Stop acting like a weak little girl.
Kurisu|I’m not acting like a little girl!
Rintaro|Yes, you are. You’ll never reconcile with him like that.
Rintaro|You need to speak from the heart, give it to him straight.
Rintaro|It’s the only way to get your message across. You can’t sugarcoat it.
Rintaro|If that doesn’t work, nothing will. Then you’ll just have to hope that time heals the rift between you.
Kurisu|And how long will that take?
Rintaro|How should I know? I’m only a year older than you, remember?
Rintaro|How long has it been since you went to America?
Kurisu|Umm... seven years.
Rintaro|If nothing has changed in seven years, then maybe it will take twice that much time.
Kurisu|I... guess you’re right.
Rintaro|Well? When are you going to see him?
Kurisu|...Huh?
Rintaro|I assume it’ll be during summer break. Make sure you let me know ahead of time.
Kurisu|Wha-wha-wha-what are you talking about!?
Rintaro|I might have plans. I’ll need to shift my schedule around.
Kurisu|Hold on a second! Don’t tell me you plan on coming along!?
Rintaro|Of course I do. You are my assistant, and I will do whatever it takes to ensure that you are in peak mental condition for the experiment.
Kurisu|...
Kurisu|Ok, you’ve had your fun. I’m in no mood for--
Rintaro|I’m being completely serious.
Kurisu|...
Rintaro|I’ll go anywhere you want -- anywhere in Japan. I’d go anywhere in the world, but I don’t have a passport or money.
Kurisu|Okabe...
Rintaro|You’re afraid you won’t know what to say, right?
Kurisu|Yeah...
Rintaro|Then that settles it. I am a master of conversation. You will have nothing to fear with Hououin Kyouma at your side!
Kurisu|...pfft!
Rintaro|Why are you laughing!?
Kurisu|You couldn’t hold a normal conversation if your life depended on it.
Rintaro|Ah...
Kurisu|But... thanks anyway. I definitely didn’t expect you to offer to come...
Kurisu|N-not that I’m happy about it or anything!
Kurisu|I hate how you act like a nice guy sometimes! It’s confusing!
Kurisu|Um, Okabe? That offer... I can take you up on it, right?
Rintaro|Of course.
Kurisu|Then, once we’re done upgrading the PhoneWave...
Kurisu|I want you to come with me.
Rintaro|As you wish. Where is your father, anyway?
Kurisu|Aomori.
Rintaro|Aomori!?
Kurisu|That’s where he lives now.
Kurisu|What? You’re not going to back out, are you? You already promised. I’m taking you whether you like it or not, okay!?
Rintaro|...A-Aomori it is!
Rintaro|Mayuri? You’re not going home?
Mayuri|Um, I was thinking about what Okarin and Chris-chan were talking about earlier.
Mayuri|I was trying to figure out what the things you said meant, but it was all so complicated. I didn’t get any of it. Ehehe...
Mayuri|The only thing I get is that something amazing is gonna happen!
Rintaro|Indeed. The world is about to change, and we shall be the ones to lead humanity into the future.
Mayuri|You’re shining, Okarin.
Rintaro|Shining? What does that mean?
Mayuri|You’re shining. Chris-chan too. Like two bright stars in the sky.
Rintaro|That must be my aura of madness you’re sensing. Muhahaha!
Mayuri|You know, it’s been ten days since Chris-chan joined us. Can I tell you how I’ve been feeling?
Mayuri|Since Chris-chan became a lab mem, it feels like things have really started to happen, like we’re a real lab now, you know?
Rintaro|Heh. I must admit, her knowledge has been a great asset.
Rintaro|Of course, the girl genius would never have joined us if not for the cunning of Hououin Kyouma!
Mayuri|That’s why you’re shining so bright now, Okarin.
Mayuri|Chris-chan is really a big help to you, I know...
Mayuri|But I can’t do anything to help...
Mayuri|I wish I were smart too... then maybe I could help.
Rintaro|Mayuri...
Rintaro|Mayuri. Aren’t you going to look at the stars?
Mayuri|Back when the lab just started -- before Daru-kun joined -- it was like this a lot, wasn’t it? All quiet, just the two of us.
Rintaro|Yeah, it was.
Mayuri|Can Mayushii stay here? Is it really okay?
Rintaro|Don’t be ridiculous.
Rintaro|All you need to do is stay.
Mayuri|Just... stay?
Rintaro|Without you, the lab would be a much less friendly place.
Rintaro|You see how Kurisu and I argue. We can be pretty stubborn, and sometimes we don’t know when to stop.
Rintaro|But when it starts to get out of hand, Mayuri, you’re always there with some ditzy, irrelevant comment to break the tension.
Mayuri|Um... are you praising me?
Rintaro|Of course I am.
Rintaro|Don’t worry about a thing. Just know that you, too, are part of my plan. Muhahaha!
Mayuri|Okay. Thanks, Okarin♪
Mayuri|I’m starving! I’ll warm up some canned oden. You want some too?
Rintaro|Yeah. Heat it up.
Mayuri|Coming right up!
Rintaro|I’m begging you, stick with me. If you get lost in this labyrinth of technology, you’ll never escape. Not with your sense of direction.
Mayuri|Okey-dokey! I’ll be careful.
Mayuri|Um, by the way. How is time leaping different from time travel?
Rintaro|Time travel means your whole body travels through time. The time leap will only send your memories to the past. It’s simple.
Mayuri|Oh...
Mayuri|Does that mean you can do things with time leaps that you can’t do with D-Mails?
Rintaro|D-Mails can only send instructions to the past. The past may change, or it may not. The results are unpredictable, and depend on the recipient.
Rintaro|And when the past does change, the worldline is reconfigured. Everyone loses their old memories.
Rintaro|With a time leap, on the other hand, you can give your past self not just instructions, but all of the memories you have right now... or at least, that’s the idea.
Mayuri|Ummm, so I could send the costume I’m making back to last week? I would love to have another week to prepare for ComiMa.
Rintaro|That might be possible with time travel, but not with time leaping.
Rintaro|Say you had a test last week. Now that you know the answers, you could send that knowledge to yourself and ace the test. But you couldn’t go back and hand yourself a cheat sheet.
Mayuri|So Mayushii’s mind goes into Mayushii one week ago?
Rintaro|Exactly.
Mayuri|You can’t bring stuff, but you can bring your memories... I get it.
Mayuri|But, then what about Mayushii one week ago? Where do her memories go?
Rintaro|I assume they get overwritten.
Mayuri|She disappears?
Rintaro|Your memories right now include your memories from back then. So even if she does disappear, you don’t really lose anything.
Rintaro|I guess you could say you’re just adding your memories from one week in the future.
Mayuri|Then, if Mayushii’s memories leap into the Mayushii one week ago, what happens to Mayushii now?
Mayuri|Mayushii’s memories jump to the past, but my body’s still here, right? What happens to me when my memories go bye-bye?
Rintaro|You become an empty shell... no... that can’t be right. That wouldn’t make sense.
Rintaro|My assistant’s device merely records your memory data... in other words, it’s just a backup. Your original memories are still inside you.
Rintaro|Your body shouldn’t become an empty shell, and your consciousness shouldn’t leap, either.
Rintaro|Actually, won’t you become a new Mayuri, one who received memories from the future one week ago?
Mayuri|Then, does the Mayushii who had the normal memories before the time leap get erased by the Mayushii who repeated the week with extra memories?
Rintaro|That’s right. She’s erased. In other words, you relive the week. You can do things the same, or you could do something completely different.
Rintaro|And you’ll keep your old memories of the week that disappeared.
Mayuri|Then, does that mean...
Mayuri|So I redo the week, okay... but what if I decide to go to Ikebukuro with my friends instead of coming to the lab today?
Mayuri|What happens to the Mayushii talking with Okarin now?
Rintaro|The present would change to match the past, and this conversation would never happen.
Mayuri|Oh... and you wouldn’t notice the difference, Okarin?
Rintaro|Right. No one would notice.
Mayuri|That would be kinda sad...
Rintaro|For who? Me?
Mayuri|No. For Mayushii.
Mayuri|Maybe that’s why Chris-chan doesn’t want to change the past.
Mayuri|Oh! I just thought of something. Can you time leap into the future?
Rintaro|Maybe, but there wouldn’t be a point.
Rintaro|The whole point of our time leap machine is to affect past events. We don’t need to worry about the future.
Rintaro|Besides, you’re less likely to reach the future than you are the past.
Rintaro|And that’s because the future is inherently unpredictable.
Rintaro|For example, do you think you’ll have the same phone number for all eternity?
Mayuri|How should I know? Ehehe.
Rintaro|Exactly my point.
Rintaro|And remember, pagers became obsolete with the advent of cellphones. Similarly, our phones may be replaced by some other device in the future.
Mayuri|Oh... I guess I can’t go back to grade school, can I? I didn’t have a phone back then.
Rintaro|You want to go back to your elementary school days?
Rintaro|Heh heh heh, I know exactly how you feel. If you repeat elementary school with the knowledge you have now, you’ll get top grades and have an easy time bending children to your will.
Mayuri|Yeah, and I thought maybe I could see Grandma again.
Rintaro|...I see. I’m afraid that’s not possible.
Mayuri|Yeah... It’s too bad, but I guess I don’t really need to see her.
Mayuri|I still remember her words, her smile, and her wrinkly hand patting my head.
Mayuri|So even if I don’t see her again, I’m okay.
Mayuri|What I really want is to see little Okarin again! Ehehe!
Rintaro|Heh. Back then, I was already a scientist without equal, a titan towering above the other children.
Rintaro|You can hardly be blamed for desiring to meet the child prodigy who would one day be feared as the great mad scientist, Hououin Kyouma.
Mayuri|I don’t want to meet Hououin Whatshisface. I want to meet Okarin!
Rintaro|Anyway, there’s no point. You haven’t matured at all since that time, so nothing would change if you went back to elementary school anyway.
Mayuri|Hey! That’s not true. Mayushii’s all grown up now.
Rintaro|The only thing that’s grown is how much you eat.
Mayuri|That’s not true! Mayushii’s a real woman now.
Mayuri|Besides, I think Okarin’s the one who hasn’t changed since then.
Rintaro|Isn’t that what I said? I was already a genius mad scientist when you met me! MUHAHAHA!
Rintaro|By the way, Mayuri. Have you not been working recently?
Mayuri|Working? You mean at Lemoine?
Mayuri|Um, ComiMa’s coming up, so I’m taking a few days off.
Mayuri|I’ve got costumes to make!
Rintaro|How many costumes are you making this year?
Mayuri|Three. One for Kaede-chan, one for Fubuki-chan, and then there’s one for Luka-chan.
Mayuri|Ah... it’s Moeka-san.
Rintaro|What?
